Challenging the generalization capabilities of Graph Neural Networks for network modeling,"Today, network operators still lack functional network models able to make accurate predictions of end-to-end Key Performance Indicators (e.g., delay or jitter) at limited cost. Recently a novel Graph Neural Network (GNN) model called RouteNet was proposed as a cost-effective alternative to estimate the per-source/destination pair mean delay and jitter in networks. Thanks to its GNN architecture that operates over graph-structured data, RouteNet revealed an unprecedented ability to learn and model the complex relationships among topology, routing and input traffic in networks. As a result, it was able to make performance predictions with similar accuracy than resource-hungry packet-level simulators even in network scenarios unseen during training. In this demo, we will challenge the generalization capabilities of RouteNet with more complex scenarios, including larger topologies."
The Performance of Multi-Path TCP with Overlapping Paths,"Turning the Internet into a multi-path environment could solve many difficulties network operators are facing today. There are already solutions to configure an IP network to offer multiple partially disjoint paths towards the destination. In this demo, we focus on the performance of how MPTCP can distribute the traffic along these paths. When the routes are not fully disjoint their throughput could be limited by some bottleneck links. Because of this dependency finding the maximal throughput in MPTCP may call for solving a complex maximization problem. Through constructing an example network as an illustrative model of real network conditions, we show, how complicated the underlying optimization problem MPTCP may face, and through measurements, demonstrate how the various congestion mechanisms deal with finding a solution."
Adaptive Fuzzy Game-based Energy Efficient Localization in Underwater Sensor Networks,"Given the limited battery lifetime and difficulties for harvesting energy in Underwater Wireless Sensor Networks (UWSNs), the localization problem of underwater sensor nodes poses crucial challenges. In this paper, an Adaptive Energy Efficient Localization Algorithm (Adaptive EELA) using the Fuzzy game theoretic method is proposed to solve the environment learning and adaptation issues of UWSNs. The proposed Adaptive EELA is able to automatically learn in the offline phase, which is required only once. Then, in the online phase, it can adapt to the dynamic environment, such as the densities or topologies of nodes. Our initial results demonstrate that the proposed Adaptive EELA achieves a high energy reduction per node on average comparing to state-of-the-art approaches."
White Mirror: Leaking Sensitive Information from Interactive Netflix Movies using Encrypted Traffic Analysis,"Privacy leaks from Netflix videos/movies are well researched. Current state-of-the-art works have been able to obtain coarse-grained information such as the genre and the title of videos by passive observation of encrypted traffic. However, leakage of fine-grained information from encrypted video traffic has not been studied so far. Such information can be used to build behavioral profiles of viewers."
A fast flow table engine for Open vSwitch with high performance on both lookups and updates,"To support fast rule updates in SDN, the Open vSwitch uses a variant of Tuple Space Search (TSS) for flow table lookups, which is less efficient than decision trees on packet classifications. In this poster, we present our latest work on building fast flow table engine in Open vSwitch, which achieves high-speed table lookups and fast rule updates simultaneously. By mapping rules into tree nodes dynamically, a very limited TSS-assisted balanced trees can be generated without the trouble of rule replications. Preliminary experimental results show that using ClassBench, our work has comparable update performance to the TSS algorithm in Open vSwitch, while achieving almost an order-of-magnitude improvement on lookup performance over TSS on average."
Decoupling Delay and Resource Sharing Targets with Efficient Core-Stateless AQM,"Core-Stateless resource sharing control identifies flow aggregates in the edge and marks packets based on the relevant policies. Within the core of the network, no flow identification or policy knowledge is needed to realize the desired resource sharing. As packet marking needs trust and the behavior of core-routers is independent of the number of flow aggregates, it is a natural choice for high-speed closed domain networks. In this demo paper, the Per Packet Value (PPV) core-stateless resource sharing framework is extended with an efficient AQM algorithm that decouples delay and resource sharing targets (separating the importance of a packet and its delay requirement). The marking algorithms of PPV and the proposed Core-Stateless AQM method implemented in DPDK are evaluated under various traffic loads in a network with a 10 Gbps bottleneck. Finally, we demonstrate how the proposed solution protects flows (e.g. download, gaming) of different delay requirements and resource sharing policies from a misbehaving low-delay and high-priority flow."
Fast and Scalable Name Prefix Lookup with Hash Table,No abstract available.
Bounded Latency with RoCE,"Virtual Network Functions (VNFs) provisioned in the cloud require deterministic and reliable services. Networking has a major impact on cloud based services, thus we focus on RDMA over Converged Ethernet (RoCE), as a combination of Ethernet, the ubiquitous networking technology, and RDMA, which provides extremely low latency. RoCE significantly outperforms socket communication, confirmed by our measurements, but we also show that maximum latencies are orders of magnitude larger than the average. We provide methods how to keep even maximum latencies low while concurrent network traffic is also present in the infrastructure."
Sharpening Kubernetes for the Edge,"Kubernetes has become the most popular cluster manager during the past 5 years. It is used primarily for orchestrating data center deployments running web applications. Its powerful features, e.g., self-healing and scaling, have attracted a huge community, which in turn, is inducing a meteoric rise of this open source project. We venture to shape Kubernetes to be suited for edge infrastructure. As mostly delay-sensitive applications are to be deployed in the edge, a topology-aware Kubernetes is needed, extending its widely-used feature set with regard to network latency. Moreover, as the edge infrastructure is highly prone to failures and is considered to be expensive to build and maintain, self-healing features must receive more emphasis than in the baseline Kubernetes. We therefore designed a custom Kubernetes scheduler that makes its decisions with applications' delay constraints and edge reliability in mind. In this demonstration we show the novel features of our Kubernetes extension, and describe the solution that we release as open source."
L3VTP: A Low-Latency Live Video Transmission Platform,No abstract available.
Bridging the Data Charging Gap in the Cellular Edge,"The 4G/5G cellular edge promises low-latency experiences anywhere, anytime. However, data charging gaps can arise between the cellular operators and edge application vendors, and cause over-/under-billing. We find that such gap can come from data loss, selfish charging, or both. It can be amplified in the edge, due to its low-latency requirements. We devise TLC, a Trusted, Loss-tolerant Charging scheme for the cellular edge. In its core, TLC enables loss-selfishness cancellation to bridge the gap, and constructs publicly verifiable proof-of-charging for mutual trust. We implement TLC with commodity edge and small cells, and validate its viability."
DNS Negative Caching in the Wild,No abstract available.
Protecting OpenFlow Flow Tables with Intel SGX,No abstract available.
Towards an AQM Evaluation Testbed with P4 and DPDK,"Active Queue Management (AQM) addresses the problem arising from using unnecessarily large, unmanaged buffers and thus it aims at improving network and application performance. AQM methods introduce different drop policies to proactively drop packets according to queue states and parameters. Though we are living in an AQM renaissance, comprehensive methodology and framework for performance evaluation under realistic traffic loads are still missing. With the advent of P4, description, validation and evaluation of AQM algorithms in a generic framework have become possible since the different drop policies applied by these methods can be implemented in ingress and/or egress control blocks of a P4 program. In this demo paper, we propose an AQM evaluation framework in which AQM algorithms described in P4 language can be executed and evaluated with a modified version of our DPDK-based P4 compiler called T4P4S in a testbed with realistic traffic mixes. The framework is demonstrated with some selected AQM algorithms in a network with a 5 Gbps bottleneck."
λ-NIC: Interactive Serverless Compute on SmartNICs,No abstract available.
NFD: Using Behavior Models to Develop Cross-Platform NFs,No abstract available.
Sluice: Network-Wide Data Plane Programming,No abstract available.
Fully Functional Rate Limiter Design on Programmable Hardware Switches,No abstract available.
SwimTrack: Drowning Detection using RFID,"Drowning is a leading cause of unintentional death worldwide. To ensure safe swimming, we introduce SwimTrack, a drowning warning system based on the Radio-frequency identification (RFID) technology. Swimmers only need to wear a wristband equipped with an RFID tag. SwimTrack is a low-cost device, achieving robust, quick drowning detection. The key observation is that the tag will not be readable as soon as the swimmer's hand (with a wristband) goes below the water surface. Our real-world experiments in a swimming pool show that SwimTrack can detect drowning events with an accuracy of 100% over 17 tests."
A Practical Range Encoding Scheme for TCAMs,"TCAMs play a central role in the forwarding plane of physical SDN switches. Despite their capability for line-speed queries, they are not well suited for representing rules with range fields. In this poster, we report our latest work on TCAM range encodings, which is not only better in terms of encoding performance, but also easier to understand and more practical to implement. The preliminary evaluation shows that, our proposed encoding scheme has comparable encoding efficiency to the optimal encoding scheme, while achieving an order-of-magnitude improvement on encoding performance over the optimal encoding scheme on average."
